timestamp,sut_name,core_count,memory_gb,implementation,precision,beam_size,time_s,ram_mb
2026-02-04T13:06:21,BLR-L-ARTIWARY,4,4,openai/whisper (HF pipeline),fp32,1,89.27,1703
2026-02-04T13:06:21,BLR-L-ARTIWARY,4,4,onnxruntime python (no HF pipeline),fp32,1,95.829,1945
2026-02-04T13:06:21,BLR-L-ARTIWARY,4,4,onnxruntime rust (no HF pipeline),fp32,1,23.224,2188
2026-02-04T13:06:21,BLR-L-ARTIWARY,4,4,onnxruntime rust (int8),int8,1,15.575,1316
2026-02-04T13:06:21,BLR-L-ARTIWARY,4,4,faster-whisper (fp32),fp32,1,21.218,1131
2026-02-04T13:06:21,BLR-L-ARTIWARY,4,4,faster-whisper (int8),int8,1,29.217,905
